406.00,0.00,4.13,0.22,0.69,69.00,28.00,109.00,34.33,101183.96,11.75,39.00,context
406.00,0.00,4.13,0.22,0.69,71.00,28.00,111.00,34.33,101183.96,11.75,39.00,context
406.00,0.00,4.13,0.22,0.69,69.00,27.00,109.00,34.33,101182.14,11.90,39.19,context
406.00,0.00,4.13,0.22,0.69,71.00,28.00,109.00,34.33,101180.85,12.01,38.88,context
406.00,0.00,4.13,0.22,0.69,71.00,30.00,111.00,34.33,101181.28,11.97,38.94,context
406.00,0.00,4.13,0.22,0.69,70.00,27.00,109.00,34.33,101180.36,12.05,39.10,context
406.00,0.00,4.13,0.22,0.69,71.00,30.00,110.00,34.33,101181.39,11.96,39.08,context
406.00,0.00,4.13,0.22,0.69,73.00,28.00,109.00,34.34,101180.78,12.01,38.86,context
406.00,0.00,4.13,0.22,0.69,71.00,29.00,109.00,34.34,101180.10,12.07,38.95,context
406.00,0.00,4.13,0.22,0.69,71.00,30.00,111.00,34.34,101179.69,12.10,38.93,context
406.00,0.00,4.13,0.22,0.69,72.00,28.00,109.00,34.34,101179.80,12.09,39.05,context
406.00,0.00,4.13,0.22,0.69,71.00,28.00,109.00,34.34,101179.17,12.15,39.01,context
406.00,0.00,4.13,0.22,0.69,71.00,29.00,111.00,34.34,101178.08,12.24,38.98,context
400.00,0.00,4.13,0.22,0.69,71.00,30.00,110.00,34.35,101177.96,12.25,38.81,context
400.00,0.00,4.13,0.22,0.69,73.00,30.00,108.00,34.35,101177.21,12.31,38.99,context
400.00,0.00,4.13,0.22,0.69,69.00,27.00,109.00,34.35,101176.80,12.34,38.98,context
400.00,0.00,4.13,0.22,0.69,73.00,30.00,108.00,34.36,101178.54,12.20,39.03,context
400.00,0.00,4.13,0.22,0.69,71.00,30.00,111.00,34.36,101178.37,12.22,39.05,context
400.00,0.00,4.13,0.22,0.69,69.00,27.00,109.00,34.36,101178.47,12.20,39.01,context
400.00,0.00,4.13,0.22,0.69,73.00,30.00,108.00,34.36,101177.79,12.26,39.00,context
400.00,0.00,4.13,0.22,0.69,72.00,28.00,109.00,34.36,101177.11,12.32,39.01,context
400.00,0.00,4.13,0.22,0.69,71.00,29.00,111.00,34.36,101176.36,12.38,38.97,context
400.00,0.00,4.13,0.22,0.69,73.00,28.00,108.00,34.36,101175.57,12.45,38.96,context
400.00,0.00,4.13,0.22,0.69,69.00,27.00,109.00,34.36,101175.74,12.43,39.04,context
400.00,0.00,4.13,0.22,0.69,71.00,30.00,110.00,34.36,101176.08,12.41,39.13,context
400.00,0.00,4.13,0.22,0.69,73.00,28.00,108.00,34.36,101176.02,12.41,39.04,context
400.00,0.00,4.13,0.22,0.69,73.00,30.00,108.00,34.36,101176.46,12.37,38.80,context
400.00,0.00,4.13,0.22,0.69,72.00,28.00,109.00,34.37,101177.25,12.31,39.06,context
400.00,0.00,4.13,0.22,0.69,71.00,29.00,109.00,34.37,101177.77,12.27,38.96,context
400.00,0.00,4.13,0.22,0.69,73.00,30.00,108.00,34.37,101178.11,12.24,39.09,context
400.00,0.00,4.13,0.22,0.69,71.00,28.00,109.00,34.37,101178.05,12.24,39.17,context
400.00,0.00,4.13,0.22,0.69,71.00,28.00,111.00,34.38,101178.25,12.22,38.85,context
400.00,0.00,4.13,0.22,0.69,70.00,27.00,109.00,34.38,101179.05,12.16,38.89,context
400.00,0.00,4.13,0.22,0.69,69.00,27.00,109.00,34.38,101178.53,12.20,38.91,context
400.00,0.00,4.13,0.22,0.69,72.00,30.00,108.00,34.38,101178.19,12.23,39.05,context
400.00,0.00,4.13,0.22,0.69,70.00,27.00,109.00,34.38,101176.72,12.35,39.02,context
400.00,0.00,4.13,0.22,0.69,71.00,28.00,111.00,34.38,101177.74,12.27,38.92,context
400.00,0.00,4.13,0.22,0.69,72.00,30.00,110.00,34.38,101177.13,12.32,38.96,context
400.00,0.00,4.13,0.22,0.69,71.00,27.00,109.00,34.38,101176.44,12.38,39.08,context
400.00,0.00,4.13,0.22,0.69,72.00,28.00,109.00,34.38,101176.21,12.40,38.93,context
